,day,values,values_type,type,type_pretty,vaccine_efficacy,prevalence,plot_type
990,46.0,0.075721428571431,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
991,47.0,0.0662714285714279,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
992,48.0,0.05553571428571656,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
993,49.0,0.04580000000000187,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
994,50.0,0.036207142857145005,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
995,51.0,0.02805714285714446,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
996,52.0,0.02262142857142635,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
997,53.0,0.018321428571425713,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
998,54.0,0.014600000000001499,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
999,55.0,0.011307142857146702,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1000,56.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1001,57.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1002,58.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1003,0.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1004,1.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1005,2.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1006,3.0,1.3046214285714288,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1007,4.0,1.7639571428571432,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1008,5.0,2.6919571428571407,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1009,6.0,4.024049999999996,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1010,7.0,5.731464285714285,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1011,8.0,7.69982857142857,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1012,9.0,9.456050000000001,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1013,10.0,10.732178571428573,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1014,11.0,12.03565,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1015,12.0,13.455914285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1016,13.0,14.570714285714288,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1017,14.0,15.188235714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1018,15.0,15.254221428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1019,16.0,15.092749999999999,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1020,17.0,14.961207142857141,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1021,18.0,14.457914285714283,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1022,19.0,13.376457142857141,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1023,20.0,12.023035714285715,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1024,21.0,10.544221428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1025,22.0,9.022614285714285,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1026,23.0,7.738057142857143,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1027,24.0,6.825514285714284,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1028,25.0,5.949185714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1029,26.0,5.013035714285714,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1030,27.0,4.141721428571428,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1031,28.0,3.369314285714286,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1032,29.0,2.724878571428572,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1033,30.0,2.1995357142857133,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1034,31.0,1.81605,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1035,32.0,1.5177428571428573,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1036,33.0,1.2436214285714278,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1037,34.0,1.0078642857142848,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1038,35.0,0.803607142857142,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1039,36.0,0.6273999999999985,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1040,37.0,0.4926999999999992,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1041,38.0,0.3946500000000006,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1042,39.0,0.3139142857142859,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1043,40.0,0.23890714285714407,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1044,41.0,0.17692857142857374,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1045,42.0,0.13370000000000257,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1046,43.0,0.10364285714286073,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1047,44.0,0.08074285714285777,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1048,45.0,0.0665642857142846,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1049,46.0,0.05782857142857063,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1050,47.0,0.054399999999999074,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1051,48.0,0.05310714285714165,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1052,49.0,0.05023571428571317,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1053,50.0,0.04722857142856996,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1054,51.0,0.045649999999998914,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1055,52.0,0.04394285714285623,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1056,53.0,0.040521428571427764,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1057,54.0,0.03492857142857173,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1058,55.0,0.028485714285713875,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1059,56.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1060,57.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1061,58.0,,trend,Total infected derivative spline,10%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1062,0.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1063,1.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1064,2.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1065,3.0,0.8655928571428514,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1066,4.0,1.1812142857142882,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1067,5.0,1.8149071428571477,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1068,6.0,2.726307142857146,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1069,7.0,3.870157142857144,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1070,8.0,5.198814285714287,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1071,9.0,6.42026428571429,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1072,10.0,7.319200000000002,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1073,11.0,8.218864285714288,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1074,12.0,9.234757142857141,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1075,13.0,10.139992857142852,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1076,14.0,10.821221428571425,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1077,15.0,11.218592857142855,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1078,16.0,11.435742857142856,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1079,17.0,11.567007142857141,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1080,18.0,11.507164285714286,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1081,19.0,11.154021428571427,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1082,20.0,10.56927857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1083,21.0,9.820064285714285,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1084,22.0,8.945885714285712,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1085,23.0,8.134114285714285,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1086,24.0,7.541642857142856,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1087,25.0,6.901942857142855,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1088,26.0,6.078728571428572,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1089,27.0,5.224307142857144,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1090,28.0,4.419128571428572,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1091,29.0,3.696107142857144,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1092,30.0,3.1045000000000016,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1093,31.0,2.678792857142858,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1094,32.0,2.321214285714287,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1095,33.0,1.99212857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1096,34.0,1.6847999999999976,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1097,35.0,1.3979357142857145,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1098,36.0,1.1418499999999991,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1099,37.0,0.94387857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1100,38.0,0.8077571428571438,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1101,39.0,0.67907857142857,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1102,40.0,0.5466642857142858,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1103,41.0,0.4423142857142871,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1104,42.0,0.3551428571428557,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1105,43.0,0.2755571428571426,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1106,44.0,0.21042857142857127,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1107,45.0,0.16475714285714105,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1108,46.0,0.13111428571428568,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1109,47.0,0.10277857142857069,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1110,48.0,0.0791571428571416,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1111,49.0,0.056249999999999585,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1112,50.0,0.03950714285714289,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1113,51.0,0.02934999999999986,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1114,52.0,0.02176428571428346,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1115,53.0,0.01617857142857052,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1116,54.0,0.010878571428573226,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1117,55.0,0.00730000000000075,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1118,56.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1119,57.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1120,58.0,,trend,Total infected derivative spline,40%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1121,0.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1122,1.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1123,2.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1124,3.0,0.5281928571428611,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1125,4.0,0.7274500000000005,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1126,5.0,1.115807142857144,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1127,6.0,1.6703500000000011,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1128,7.0,2.3756071428571404,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1129,8.0,3.211414285714284,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1130,9.0,3.996414285714284,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1131,10.0,4.565699999999998,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1132,11.0,5.169335714285712,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1133,12.0,5.91225,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1134,13.0,6.624107142857143,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1135,14.0,7.259664285714285,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1136,15.0,7.780421428571427,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1137,16.0,8.1619,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1138,17.0,8.431435714285712,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1139,18.0,8.573864285714285,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1140,19.0,8.586171428571426,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1141,20.0,8.447607142857139,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1142,21.0,8.120964285714285,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1143,22.0,7.667335714285714,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1144,23.0,7.223299999999998,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1145,24.0,6.877899999999999,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1146,25.0,6.473228571428572,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1147,26.0,5.902800000000001,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1148,27.0,5.296307142857143,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1149,28.0,4.723871428571428,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1150,29.0,4.141564285714285,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1151,30.0,3.61967142857143,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1152,31.0,3.260235714285717,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1153,32.0,2.9388857142857154,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1154,33.0,2.579314285714288,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1155,34.0,2.2323214285714323,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1156,35.0,1.9215571428571434,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1157,36.0,1.6611857142857136,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1158,37.0,1.4743785714285713,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1159,38.0,1.342114285714284,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1160,39.0,1.2055499999999981,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1161,40.0,1.069421428571427,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1162,41.0,0.9457571428571407,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1163,42.0,0.8215000000000003,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1164,43.0,0.6979571428571428,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1165,44.0,0.5950428571428574,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1166,45.0,0.5243357142857162,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1167,46.0,0.46651428571428666,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1168,47.0,0.4008071428571429,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1169,48.0,0.3365214285714282,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1170,49.0,0.28027142857142856,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1171,50.0,0.22688571428571433,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1172,51.0,0.1819357142857143,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1173,52.0,0.14958571428571435,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1174,53.0,0.12295000000000098,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1175,54.0,0.09961428571428753,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1176,55.0,0.0817285714285723,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1177,56.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1178,57.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1179,58.0,,trend,Total infected derivative spline,70%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine)"
1180,0.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1181,1.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1182,2.0,,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1183,3.0,1.2346142857142866,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1184,4.0,1.6086428571428582,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1185,5.0,2.3220714285714297,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1186,6.0,3.2851428571428585,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1187,7.0,4.430142857142856,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1188,8.0,5.728878571428566,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1189,9.0,6.889628571428565,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1190,10.0,7.735178571428568,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
1191,11.0,8.61695,trend,Total infected derivative spline,0%,Vaccine Efficacy 50%,Low,"gen/feb, no screening
(senza mascherine - ffp2)"
